time,low,high,open,close,volume
2022-06-01 21:45:00,29552.3,29700.74,29700.74,29570.0,127.190974
2022-06-01 22:00:00,29492.73,29597.2,29570.0,29529.67,176.86746048
2022-06-01 22:15:00,29507.01,29682.01,29528.95,29680.4,176.72980418
2022-06-01 22:30:00,29632.11,29735.55,29681.38,29709.02,159.36687074
2022-06-01 22:45:00,29699.01,29757.5,29709.02,29733.57,132.76117598
2022-06-01 23:00:00,29711.32,30044.97,29733.58,29893.16,500.77510317
2022-06-01 23:15:00,29783.24,29944.27,29893.16,29888.5,331.85710733
2022-06-01 23:30:00,29783.45,29898.94,29888.5,29808.26,164.11191071
2022-06-01 23:45:00,29756.28,29848.23,29804.39,29788.79,198.22955143
2022-06-02 00:00:00,29662.92,29797.5,29789.19,29671.22,254.47494583
2022-06-02 00:15:00,29587.6,29747.96,29671.21,29745.94,281.68555298
2022-06-02 00:30:00,29558.61,29764.38,29745.93,29659.32,211.77086047
2022-06-02 00:45:00,29605.96,29798.5,29659.32,29658.86,209.47296997
2022-06-02 01:00:00,29613.9,29789.32,29658.84,29773.87,425.76256828
2022-06-02 01:15:00,29725.84,29800.0,29774.9,29740.72,437.04512237
2022-06-02 01:30:00,29718.91,29865.6,29740.72,29808.69,209.63222151
2022-06-02 01:45:00,29788.08,29862.08,29807.7,29794.4,164.55189968
2022-06-02 02:00:00,29758.15,29836.32,29794.4,29835.9,170.94900578
2022-06-02 02:15:00,29797.01,29844.55,29835.89,29813.91,120.05969064
2022-06-02 02:30:00,29761.67,29884.3,29813.13,29823.96,169.12600796
2022-06-02 02:45:00,29764.8,29840.41,29823.96,29806.23,185.23419599
2022-06-02 03:00:00,29730.96,29839.48,29806.23,29751.14,171.75950472
2022-06-02 03:15:00,29721.41,29827.23,29754.0,29768.85,126.04593005
2022-06-02 03:30:00,29708.51,29790.53,29768.85,29755.98,144.25451613
2022-06-02 03:45:00,29676.6,29769.03,29755.98,29707.62,207.91760233
2022-06-02 04:00:00,29652.32,29747.66,29707.73,29655.8,177.92668808
2022-06-02 04:15:00,29622.0,29730.95,29655.71,29727.58,142.26773753
2022-06-02 04:30:00,29725.62,29800.0,29727.58,29785.1,116.29453366
2022-06-02 04:45:00,29767.17,29799.08,29785.09,29790.97,77.86730206
2022-06-02 05:00:00,29678.09,29796.42,29790.97,29678.18,125.02754793
2022-06-02 05:15:00,29651.75,29725.59,29678.17,29719.93,174.02443184
2022-06-02 05:30:00,29718.92,29850.0,29718.92,29841.75,198.25273517
2022-06-02 05:45:00,29805.72,29868.6,29841.73,29851.86,184.34791986
2022-06-02 06:00:00,29845.11,29865.93,29851.86,29850.76,61.81487735
2022-06-02 06:15:00,29803.35,29852.0,29850.75,29818.64,76.57228028
2022-06-02 06:30:00,29787.16,29844.5,29818.64,29844.43,93.69895311
2022-06-02 06:45:00,29842.97,29927.18,29844.51,29899.07,106.48345793
2022-06-02 07:00:00,29895.76,29968.53,29899.07,29909.93,103.42811708
2022-06-02 07:15:00,29882.06,30096.09,29909.93,30046.6,239.95029464
2022-06-02 07:30:00,29934.2,30070.06,30040.79,29993.92,109.23637577
2022-06-02 07:45:00,29937.13,29993.92,29993.92,29946.92,115.46954083
2022-06-02 08:00:00,29887.3,29972.86,29946.91,29937.45,121.05305925
2022-06-02 08:15:00,29916.0,29999.0,29935.08,29951.42,135.0238835
2022-06-02 08:30:00,29926.86,29989.78,29952.38,29933.96,97.34081745
2022-06-02 08:45:00,29917.43,29959.94,29933.96,29917.49,89.07205611
2022-06-02 09:00:00,29891.51,29940.76,29917.48,29930.04,91.20916288
2022-06-02 09:15:00,29919.9,29977.6,29930.03,29974.55,94.04714789
2022-06-02 09:30:00,29847.5,30002.31,29974.13,29895.18,114.96030206
2022-06-02 09:45:00,29873.18,29938.78,29895.19,29913.85,73.24923543
2022-06-02 10:00:00,29910.93,29955.58,29913.85,29955.58,58.28301645
2022-06-02 10:15:00,29886.35,29957.3,29954.4,29896.8,105.77727582
2022-06-02 10:30:00,29886.35,30048.01,29896.7,30045.06,90.92259733
2022-06-02 10:45:00,29840.2,30146.81,30045.06,30016.63,232.17721794
2022-06-02 11:00:00,29936.81,30019.15,30014.54,30006.23,95.56089775
2022-06-02 11:15:00,29966.67,30098.87,30006.23,30085.69,180.3607482
2022-06-02 11:30:00,30019.6,30104.52,30087.16,30069.11,173.77248534
2022-06-02 11:45:00,30048.0,30191.0,30069.21,30153.84,200.57785786
2022-06-02 12:00:00,30077.98,30171.31,30154.11,30095.64,125.59537271
2022-06-02 12:15:00,30058.24,30148.64,30095.84,30099.74,144.76895241
2022-06-02 12:30:00,30023.17,30128.5,30099.74,30044.35,153.15656971
2022-06-02 12:45:00,30028.51,30114.0,30046.68,30071.48,114.77001177
2022-06-02 13:00:00,29685.15,30082.27,30074.14,29734.54,405.09911936
2022-06-02 13:15:00,29577.0,29898.83,29734.45,29824.79,421.18296905
2022-06-02 13:30:00,29685.57,30235.26,29824.74,30199.0,732.86732274
2022-06-02 13:45:00,29735.77,30210.8,30199.0,29878.75,512.27746938
2022-06-02 14:00:00,29837.11,30129.33,29874.34,30061.63,556.44219084
2022-06-02 14:15:00,29746.54,30107.78,30062.5,29854.0,403.40598283
2022-06-02 14:30:00,29805.18,29981.07,29849.73,29961.98,334.38641426
2022-06-02 14:45:00,29893.04,30070.39,29958.49,30038.49,291.65885941
2022-06-02 15:00:00,30017.19,30217.9,30036.18,30196.72,527.5387045
2022-06-02 15:15:00,30120.79,30351.09,30194.98,30279.15,496.0549622
2022-06-02 15:30:00,30184.43,30364.22,30282.62,30290.03,455.41375542
2022-06-02 15:45:00,30153.36,30340.0,30292.75,30189.65,258.82795315
2022-06-02 16:00:00,30161.9,30336.7,30189.69,30318.08,216.25705727
2022-06-02 16:15:00,30162.46,30383.1,30318.07,30240.39,244.38540997
2022-06-02 16:30:00,30202.48,30336.8,30240.94,30285.08,225.09852053
2022-06-02 16:45:00,30208.49,30318.51,30284.44,30275.26,184.91034425
2022-06-02 17:00:00,30211.63,30345.04,30275.28,30248.25,176.76978089
2022-06-02 17:15:00,30200.01,30274.82,30251.49,30229.54,136.87010398
2022-06-02 17:30:00,30156.18,30276.58,30227.14,30207.27,187.03888246
2022-06-02 17:45:00,30142.0,30238.71,30206.93,30172.26,159.39682733
2022-06-02 18:00:00,30137.71,30270.48,30171.2,30264.02,162.96142791
2022-06-02 18:15:00,30197.81,30318.81,30264.01,30215.68,149.66694438
2022-06-02 18:30:00,30166.14,30243.6,30215.68,30199.31,111.91416341
2022-06-02 18:45:00,29955.0,30213.31,30200.0,30120.83,342.31641581
2022-06-02 19:00:00,30056.2,30140.77,30120.83,30110.68,152.77236709
2022-06-02 19:15:00,30039.95,30180.09,30110.42,30128.62,138.75495669
2022-06-02 19:30:00,30107.62,30215.45,30128.75,30214.5,106.34179333
2022-06-02 19:45:00,30174.89,30286.89,30212.13,30277.98,199.10674194
2022-06-02 20:00:00,30234.69,30368.08,30275.53,30293.94,142.48998986
2022-06-02 20:15:00,30284.64,30323.2,30296.12,30286.4,79.53522142
2022-06-02 20:30:00,30242.12,30314.14,30286.4,30301.76,99.97284627
2022-06-02 20:45:00,30210.07,30301.58,30299.62,30217.52,156.65368737
2022-06-02 21:00:00,30202.4,30278.03,30217.97,30261.24,64.05967243
2022-06-02 21:15:00,30244.81,30308.5,30260.83,30295.61,107.03484557
2022-06-02 21:30:00,30278.56,30361.31,30295.59,30293.9,61.96077176
2022-06-02 21:45:00,30265.57,30371.81,30293.91,30351.31,77.22507884
2022-06-02 22:00:00,30305.59,30655.0,30353.39,30454.83,437.99524618
2022-06-02 22:15:00,30384.3,30554.92,30454.83,30421.99,148.01891836
2022-06-02 22:30:00,30378.73,30575.56,30421.99,30533.63,134.42964522
2022-06-02 22:45:00,30451.92,30550.82,30533.62,30466.0,129.37323007
2022-06-02 23:00:00,30450.0,30566.31,30466.3,30552.0,91.65345701
2022-06-02 23:15:00,30510.9,30623.77,30548.48,30617.71,134.14550226
2022-06-02 23:30:00,30489.27,30617.7,30617.7,30506.62,133.15112458
2022-06-02 23:45:00,30406.03,30520.8,30504.05,30433.75,147.62534922
2022-06-03 00:00:00,30344.61,30455.7,30429.12,30372.3,164.24293236
2022-06-03 00:15:00,30326.44,30492.9,30370.88,30445.97,140.63574314
2022-06-03 00:30:00,30351.36,30477.55,30448.24,30365.51,100.83184989
2022-06-03 00:45:00,30333.06,30407.26,30363.94,30372.58,109.19126041
2022-06-03 01:00:00,30355.92,30490.97,30372.51,30448.7,160.27036247
2022-06-03 01:15:00,30433.23,30470.89,30448.35,30464.39,71.23812555
2022-06-03 01:30:00,30397.11,30674.95,30463.27,30586.81,193.29252596
2022-06-03 01:45:00,30508.32,30632.46,30584.91,30605.75,223.21112565
2022-06-03 02:00:00,30559.68,30643.68,30608.99,30565.73,109.22170733
2022-06-03 02:15:00,30535.08,30581.83,30565.48,30553.88,110.43610696
2022-06-03 02:30:00,30512.54,30569.99,30553.87,30544.48,114.59672775
2022-06-03 02:45:00,30500.0,30546.94,30544.74,30521.23,88.1352955
2022-06-03 03:00:00,30478.69,30538.38,30521.23,30486.19,74.36513857
2022-06-03 03:15:00,30435.3,30499.4,30486.19,30458.06,117.1256065
2022-06-03 03:30:00,30438.93,30520.0,30458.06,30468.13,65.60756485
2022-06-03 03:45:00,30457.92,30520.0,30468.13,30504.09,54.60692954
2022-06-03 04:00:00,30406.64,30522.89,30504.07,30454.22,85.98927899
2022-06-03 04:15:00,30426.8,30471.72,30454.2,30464.79,51.92621096
2022-06-03 04:30:00,30442.05,30500.02,30465.59,30474.95,65.38829627
2022-06-03 04:45:00,30388.63,30490.84,30474.96,30399.27,63.58244163
2022-06-03 05:00:00,30386.78,30452.8,30399.29,30448.14,67.39489532
2022-06-03 05:15:00,30433.12,30533.48,30448.13,30518.67,54.76773042
2022-06-03 05:30:00,30500.01,30540.62,30517.63,30522.36,62.4780532
2022-06-03 05:45:00,30484.94,30543.9,30522.23,30525.75,54.34173613
2022-06-03 06:00:00,30483.55,30525.76,30525.76,30493.52,51.1731741
2022-06-03 06:15:00,30421.34,30494.48,30493.36,30451.27,46.87301809
2022-06-03 06:30:00,30433.14,30477.6,30451.27,30458.0,45.60157668
2022-06-03 06:45:00,30337.54,30485.58,30458.0,30341.24,83.76891715
2022-06-03 07:00:00,30256.73,30390.84,30340.12,30385.21,142.83099178
2022-06-03 07:15:00,30324.6,30408.9,30385.21,30385.19,108.74134926
2022-06-03 07:30:00,30346.03,30447.93,30386.72,30430.95,131.50491079
2022-06-03 07:45:00,30416.77,30474.31,30428.99,30426.59,65.37448704
2022-06-03 08:00:00,30379.45,30509.43,30426.08,30494.81,106.73887234
2022-06-03 08:15:00,30444.35,30509.93,30492.01,30456.37,65.03576719
2022-06-03 08:30:00,30397.89,30503.89,30456.36,30400.0,56.96472492
2022-06-03 08:45:00,30396.03,30427.56,30399.45,30422.5,57.99343658
2022-06-03 09:00:00,30318.46,30456.62,30419.79,30318.83,81.66851228
2022-06-03 09:15:00,30154.76,30348.49,30321.46,30201.97,196.42720417
2022-06-03 09:30:00,30137.76,30235.3,30204.34,30172.24,92.87690804
2022-06-03 09:45:00,30129.03,30261.46,30174.86,30231.82,124.66896189
2022-06-03 10:00:00,30106.87,30251.52,30231.81,30108.8,111.16190535
2022-06-03 10:15:00,29917.19,30144.4,30108.7,29981.59,327.89465296
2022-06-03 10:30:00,29767.9,29982.85,29982.84,29789.72,296.39174402
2022-06-03 10:45:00,29710.18,29856.42,29789.72,29796.66,278.48966766
2022-06-03 11:00:00,29652.0,29854.2,29796.59,29729.4,231.02993501
2022-06-03 11:15:00,29656.26,29776.62,29728.68,29740.36,179.69987037
2022-06-03 11:30:00,29700.0,29930.34,29739.0,29727.6,276.48162179
2022-06-03 11:45:00,29651.0,29788.29,29726.21,29737.13,224.56387773
2022-06-03 12:00:00,29694.33,29814.5,29734.0,29803.98,210.30405671
2022-06-03 12:15:00,29650.0,29816.11,29802.04,29725.58,275.83475816
2022-06-03 12:30:00,29489.0,29857.61,29731.66,29559.82,594.78502065
2022-06-03 12:45:00,29452.0,29640.59,29558.99,29504.39,359.95171537
2022-06-03 13:00:00,29402.0,29633.69,29503.84,29567.0,280.32305353
2022-06-03 13:15:00,29549.46,29675.73,29563.98,29550.24,235.30184118
2022-06-03 13:30:00,29518.62,29750.0,29550.12,29577.83,424.09962792
2022-06-03 13:45:00,29530.85,29700.0,29575.09,29698.21,326.46691094
2022-06-03 14:00:00,29555.79,29745.61,29696.79,29641.02,269.05703963
2022-06-03 14:15:00,29528.54,29646.14,29642.08,29564.69,330.42417907
2022-06-03 14:30:00,29293.81,29616.01,29562.18,29371.0,572.60933822
2022-06-03 14:45:00,29213.47,29494.08,29371.0,29440.17,467.90648265
2022-06-03 15:00:00,29293.82,29446.62,29440.18,29333.55,293.62578426
2022-06-03 15:15:00,29317.77,29448.54,29329.98,29445.28,208.68708094
2022-06-03 15:30:00,29406.47,29545.55,29445.28,29430.16,281.54459064
2022-06-03 15:45:00,29391.53,29491.15,29430.16,29468.1,168.45200242
2022-06-03 16:00:00,29417.5,29506.2,29469.09,29455.23,211.82229238
2022-06-03 16:15:00,29359.18,29483.0,29457.96,29432.83,140.04725921
2022-06-03 16:30:00,29411.2,29515.94,29432.83,29465.75,131.72294712
2022-06-03 16:45:00,29438.05,29530.7,29465.64,29510.05,139.77421114
2022-06-03 17:00:00,29455.5,29655.0,29510.05,29475.87,426.48209469
2022-06-03 17:15:00,29433.67,29511.8,29471.06,29495.08,160.70847513
2022-06-03 17:30:00,29406.66,29537.8,29491.92,29426.26,239.68830574
2022-06-03 17:45:00,29406.66,29505.2,29424.33,29484.59,96.61521915
2022-06-03 18:00:00,29436.93,29507.22,29482.87,29457.3,113.75419459
2022-06-03 18:15:00,29429.21,29534.38,29460.49,29529.69,136.78559901
2022-06-03 18:30:00,29485.25,29537.0,29529.49,29522.95,83.35015548
2022-06-03 18:45:00,29475.73,29533.98,29523.65,29525.99,73.71365088
2022-06-03 19:00:00,29494.72,29575.0,29524.55,29524.23,122.07703357
2022-06-03 19:15:00,29464.31,29537.32,29521.11,29536.18,100.82889341
2022-06-03 19:30:00,29477.15,29564.47,29536.27,29553.46,128.11000597
2022-06-03 19:45:00,29531.0,29582.3,29555.94,29537.41,204.80982234
2022-06-03 20:00:00,29523.04,29613.87,29538.7,29582.06,187.44693411
2022-06-03 20:15:00,29559.53,29629.98,29582.0,29594.98,68.26534605
2022-06-03 20:30:00,29582.56,29650.0,29597.01,29632.76,107.14560853
2022-06-03 20:45:00,29609.99,29715.8,29631.32,29637.86,89.45794189
2022-06-03 21:00:00,29626.5,29704.53,29634.87,29688.73,76.75702095
2022-06-03 21:15:00,29682.18,29728.85,29689.2,29716.55,96.39015933
2022-06-03 21:30:00,29685.28,29760.49,29716.55,29748.94,49.14502276
2022-06-03 21:45:00,29707.95,29835.42,29748.93,29781.7,103.44567249
2022-06-03 22:00:00,29749.43,29868.0,29781.7,29831.86,84.70543602
2022-06-03 22:15:00,29777.33,29850.79,29831.87,29801.91,98.69949551
2022-06-03 22:30:00,29676.0,29801.88,29801.88,29697.82,78.5659582
2022-06-03 22:45:00,29670.3,29734.44,29696.07,29703.28,83.68090875
2022-06-03 23:00:00,29658.5,29719.31,29703.27,29674.5,68.78436565
2022-06-03 23:15:00,29642.23,29685.67,29672.41,29653.0,108.0367313
2022-06-03 23:30:00,29617.83,29673.37,29652.64,29665.16,53.59853439
2022-06-03 23:45:00,29631.86,29707.72,29661.98,29670.85,66.15933715
2022-06-04 00:00:00,29651.1,29730.15,29672.77,29722.01,48.42627047
2022-06-04 00:15:00,29688.13,29733.87,29722.67,29723.42,31.18363275
2022-06-04 00:30:00,29693.36,29741.88,29724.73,29706.24,41.85971863
2022-06-04 00:45:00,29656.86,29707.46,29706.24,29692.4,40.41765352
2022-06-04 01:00:00,29512.58,29724.19,29694.22,29561.27,188.44136145
2022-06-04 01:15:00,29539.16,29618.26,29561.24,29543.18,55.57384464
2022-06-04 01:30:00,29536.0,29589.08,29541.05,29572.06,52.32074855
2022-06-04 01:45:00,29529.96,29608.04,29572.37,29560.79,55.73714036
2022-06-04 02:00:00,29515.86,29598.7,29560.79,29525.65,58.07369637
2022-06-04 02:15:00,29461.65,29540.14,29525.55,29476.5,82.15162942
2022-06-04 02:30:00,29456.88,29504.29,29476.46,29477.15,46.88197598
2022-06-04 02:45:00,29477.13,29551.04,29477.13,29544.29,48.76897755
2022-06-04 03:00:00,29529.83,29618.07,29545.9,29566.61,68.08781763
2022-06-04 03:15:00,29552.5,29589.64,29566.6,29579.01,37.59875319
2022-06-04 03:30:00,29548.2,29581.9,29579.31,29559.74,31.00369449
2022-06-04 03:45:00,29506.76,29561.36,29559.84,29528.87,79.61237733
2022-06-04 04:00:00,29506.9,29710.4,29528.87,29697.04,364.51495088
2022-06-04 04:15:00,29620.4,29709.74,29697.62,29634.99,79.65266176
2022-06-04 04:30:00,29624.88,29681.08,29634.98,29648.79,94.87582776
2022-06-04 04:45:00,29643.48,29704.33,29646.59,29688.67,18.54429458
2022-06-04 05:00:00,29650.23,29690.59,29688.64,29655.45,28.94010335
2022-06-04 05:15:00,29647.54,29667.54,29655.83,29651.77,12.70168625
2022-06-04 05:30:00,29625.11,29656.45,29651.56,29644.53,16.22030514
2022-06-04 05:45:00,29633.62,29659.28,29643.8,29645.15,84.6455392
2022-06-04 06:00:00,29613.8,29672.51,29645.16,29635.4,164.98986248
2022-06-04 06:15:00,29613.82,29675.0,29635.4,29659.1,25.30361773
2022-06-04 06:30:00,29635.01,29674.99,29659.1,29669.73,15.56382878
2022-06-04 06:45:00,29643.9,29679.21,29669.24,29662.41,18.37713283
2022-06-04 07:00:00,29611.95,29663.67,29662.41,29620.42,19.39883981
2022-06-04 07:15:00,29619.32,29651.21,29619.32,29637.52,15.38141587
2022-06-04 07:30:00,29636.19,29676.23,29637.52,29658.41,22.08930724
2022-06-04 07:45:00,29655.45,29681.85,29658.08,29673.86,9.01570205
2022-06-04 08:00:00,29646.5,29692.7,29673.71,29660.95,18.58619215
2022-06-04 08:15:00,29658.06,29745.0,29660.95,29701.23,35.38011064
2022-06-04 08:30:00,29702.03,29772.28,29702.09,29744.58,75.15296774
2022-06-04 08:45:00,29703.77,29745.0,29744.55,29722.09,21.26047841
2022-06-04 09:00:00,29700.41,29736.25,29720.33,29735.54,27.91086707
2022-06-04 09:15:00,29694.06,29744.19,29734.39,29709.57,23.00000037
2022-06-04 09:30:00,29637.3,29709.57,29708.73,29655.55,46.26850306
2022-06-04 09:45:00,29652.34,29696.88,29655.55,29696.31,23.94502435
2022-06-04 10:00:00,29693.67,29733.8,29696.31,29717.87,29.50293987
2022-06-04 10:15:00,29700.29,29755.29,29717.55,29705.08,30.35914111
2022-06-04 10:30:00,29669.28,29706.53,29705.06,29679.69,24.77734928
2022-06-04 10:45:00,29673.68,29706.4,29678.43,29703.73,20.37118795
2022-06-04 11:00:00,29699.98,29721.39,29702.52,29717.41,13.87537513
2022-06-04 11:15:00,29667.47,29717.41,29717.4,29674.82,16.54340412
2022-06-04 11:30:00,29668.56,29716.89,29674.18,29690.3,24.68579009
2022-06-04 11:45:00,29569.81,29697.03,29690.29,29648.95,62.60789363
2022-06-04 12:00:00,29582.7,29679.2,29649.47,29618.45,48.58570708
2022-06-04 12:15:00,29558.58,29627.32,29618.46,29572.59,33.38762409
2022-06-04 12:30:00,29515.48,29600.79,29575.32,29530.78,48.33708744
2022-06-04 12:45:00,29488.31,29553.8,29530.77,29510.08,49.03584537
2022-06-04 13:00:00,29495.0,29631.36,29512.02,29577.35,52.90969289
2022-06-04 13:15:00,29525.24,29613.89,29577.34,29611.38,60.45786079
2022-06-04 13:30:00,29570.36,29614.09,29611.38,29584.47,24.50558391
2022-06-04 13:45:00,29548.56,29585.92,29581.57,29572.36,23.21936064
2022-06-04 14:00:00,29454.14,29581.49,29571.2,29515.57,74.12429157
2022-06-04 14:15:00,29503.29,29765.0,29515.57,29714.37,241.59210487
2022-06-04 14:30:00,29656.49,29952.0,29711.36,29750.36,237.98236973
2022-06-04 14:45:00,29720.59,29805.96,29750.51,29752.09,54.63418428
2022-06-04 15:00:00,29728.5,29823.81,29750.61,29778.66,49.0523707
2022-06-04 15:15:00,29727.62,29867.11,29778.44,29838.07,71.88702189
2022-06-04 15:30:00,29779.94,29863.42,29838.07,29788.1,49.12679081
2022-06-04 15:45:00,29773.05,29846.82,29785.61,29845.08,89.10305751
2022-06-04 16:00:00,29773.15,29846.37,29842.86,29792.58,210.56797614
2022-06-04 16:15:00,29750.0,29813.47,29792.58,29760.12,45.89490112
2022-06-04 16:30:00,29737.48,29769.4,29760.12,29764.14,29.91493583
2022-06-04 16:45:00,29725.5,29770.26,29764.14,29733.97,36.41608754
2022-06-04 17:00:00,29644.94,29737.7,29733.29,29654.21,43.46794066
2022-06-04 17:15:00,29593.04,29662.42,29655.91,29634.25,94.3552318
2022-06-04 17:30:00,29591.79,29695.2,29634.26,29661.19,47.52604423
2022-06-04 17:45:00,29659.94,29718.68,29661.24,29686.43,54.13555997
2022-06-04 18:00:00,29685.9,29771.46,29686.42,29752.23,68.25292651
2022-06-04 18:15:00,29720.85,29770.13,29752.24,29726.81,46.21329071
2022-06-04 18:30:00,29723.23,29776.22,29726.12,29763.54,35.10563461
2022-06-04 18:45:00,29743.38,29777.98,29763.85,29751.98,44.03026415
2022-06-04 19:00:00,29689.97,29756.05,29753.12,29702.04,34.85325758
2022-06-04 19:15:00,29679.21,29705.0,29702.04,29690.23,31.20602129
2022-06-04 19:30:00,29611.0,29694.05,29690.17,29627.69,31.7994107
2022-06-04 19:45:00,29622.1,29652.65,29627.69,29637.8,39.90050594
2022-06-04 20:00:00,29609.76,29681.35,29635.47,29614.98,31.08816651
2022-06-04 20:15:00,29614.91,29716.33,29614.91,29692.96,81.54257321
2022-06-04 20:30:00,29693.6,29739.6,29693.6,29723.68,212.56184508
2022-06-04 20:45:00,29703.58,29749.94,29722.21,29743.7,154.58230361
2022-06-04 21:00:00,29737.26,29770.18,29743.06,29755.24,39.72813939
2022-06-04 21:15:00,29749.22,29769.84,29755.93,29750.48,87.61258793
2022-06-04 21:30:00,29750.48,29824.24,29750.48,29801.92,108.06139698
2022-06-04 21:45:00,29745.0,29838.21,29801.92,29817.04,89.06945331
2022-06-04 22:00:00,29794.9,29942.33,29817.04,29894.7,224.72246311
2022-06-04 22:15:00,29817.89,29942.3,29894.7,29834.12,115.58975266
2022-06-04 22:30:00,29760.44,29851.71,29828.58,29773.0,122.20692849
2022-06-04 22:45:00,29760.86,29799.33,29773.0,29766.68,169.86957587
2022-06-04 23:00:00,29739.58,29795.82,29767.04,29783.22,110.89524768
2022-06-04 23:15:00,29738.71,29787.33,29783.21,29751.53,122.54216918
2022-06-04 23:30:00,29751.85,29788.08,29751.85,29781.59,48.85078088
2022-06-04 23:45:00,29771.0,29849.17,29780.68,29843.18,119.67351027
2022-06-05 00:00:00,29784.89,29860.18,29837.56,29842.12,43.93088666
2022-06-05 00:15:00,29837.57,29878.88,29840.31,29848.52,62.5509308
2022-06-05 00:30:00,29766.0,29850.77,29845.26,29771.18,37.4077851
2022-06-05 00:45:00,29708.61,29789.15,29770.08,29721.63,53.80621367
2022-06-05 01:00:00,29677.78,29737.42,29720.17,29679.47,46.56987155
2022-06-05 01:15:00,29654.86,29716.49,29679.47,29706.04,53.62960003
2022-06-05 01:30:00,29680.09,29724.5,29706.02,29700.42,41.6720063
2022-06-05 01:45:00,29671.31,29721.09,29702.31,29674.53,30.52636142
2022-06-05 02:00:00,29662.01,29779.36,29672.44,29766.47,41.73017713
2022-06-05 02:15:00,29755.36,29785.18,29766.48,29775.77,22.32359398
2022-06-05 02:30:00,29744.8,29778.68,29776.08,29760.19,25.57541411
2022-06-05 02:45:00,29750.99,29782.82,29760.18,29777.05,14.36037578
2022-06-05 03:00:00,29716.56,29780.22,29775.74,29762.54,51.83130187
2022-06-05 03:15:00,29749.34,29803.66,29762.14,29773.05,22.59237489
2022-06-05 03:30:00,29729.55,29794.92,29775.95,29748.41,23.88823545
2022-06-05 03:45:00,29719.54,29748.65,29748.41,29747.2,24.26078579
2022-06-05 04:00:00,29663.89,29765.91,29747.19,29673.69,41.92787017
2022-06-05 04:15:00,29660.36,29703.35,29672.1,29700.0,27.74544957
2022-06-05 04:30:00,29686.14,29722.89,29700.0,29709.59,27.798312
2022-06-05 04:45:00,29704.44,29740.32,29711.48,29711.02,14.35281348
2022-06-05 05:00:00,29709.18,29751.12,29709.18,29748.54,17.49686701
2022-06-05 05:15:00,29730.95,29790.86,29748.54,29782.48,15.7006118
2022-06-05 05:30:00,29766.38,29799.91,29787.7,29778.8,22.67819473
2022-06-05 05:45:00,29761.68,29803.43,29778.85,29771.25,13.47778492
2022-06-05 06:00:00,29759.29,29776.39,29771.25,29768.66,20.13849819
2022-06-05 06:15:00,29737.42,29772.57,29769.59,29745.65,18.53598128
2022-06-05 06:30:00,29737.42,29760.67,29743.6,29757.2,12.11616275
2022-06-05 06:45:00,29703.26,29759.02,29757.97,29709.06,16.8540688
2022-06-05 07:00:00,29681.21,29731.79,29705.92,29719.46,21.89629447
2022-06-05 07:15:00,29712.94,29793.29,29719.36,29791.69,16.99520905
2022-06-05 07:30:00,29761.26,29791.75,29791.75,29771.28,16.21696193
2022-06-05 07:45:00,29620.76,29774.05,29769.67,29623.77,46.36910998
2022-06-05 08:00:00,29622.52,29680.15,29623.27,29665.43,33.99458249
2022-06-05 08:15:00,29660.79,29714.44,29665.43,29675.56,19.53388829
2022-06-05 08:30:00,29673.81,29716.54,29675.55,29697.96,34.61683636
2022-06-05 08:45:00,29665.31,29716.56,29697.95,29670.45,18.40793438
